File Path,Line Number,Function Call
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_xgboost_regressor.py,132,"model.fit(x_train, y_train_regressor, x_valid=x_train, y_valid=y_train_regressor, with_shuffle=False)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_xgboost_regressor.py,145,"model.fit(x_train, y_train_regressor)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_xgboost_regressor.py,150,"model.fit(x_train[:50], y_train_regressor[:50])"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_xgboost_regressor.py,156,"model1.fit(x_train, y_train_regressor)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_xgboost_regressor.py,158,"model2.fit(x_train, y_train_regressor)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_xgboost_regressor.py,165,"model1.fit(x_train, y_train_regressor)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_xgboost_regressor.py,167,"model2.fit(x_train, y_train_regressor)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_xgboost_regressor.py,188,"model.fit(x_train, y_train_regressor)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_xgboost_regressor.py,189,preds = model.predict(x_train)
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_xgboost_regressor.py,192,"probas = model.predict(x_train, return_proba=True)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_xgboost_regressor.py,194,"preds_inv = model.predict(x_train_inv, return_proba=False)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_xgboost_regressor.py,201,"model.predict(pd.Series([-2, 3]))"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_xgboost_regressor.py,250,"model.fit(x_train, y_train_regressor)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_xgboost_regressor.py,283,"model.fit(x_train, y_train_regressor)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_xgboost_regressor.py,334,"model.fit(x_train, y_train_regressor)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_xgboost_regressor.py,362,"self.assertEqual([[_] for _ in model.predict(x_train)], [[_] for _ in new_model.predict(x_train)])"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_class.py,80,"model.fit('test', 'test')"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_class.py,82,model.predict('test')
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_class.py,107,"preprocess_pipeline.fit(pd.DataFrame({'test_x1': [1, 2, 3], 'test_x2': [4, 5, 6]}))  # Fit the pipeline"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_class.py,145,"preprocess_pipeline.fit(pd.DataFrame({'test_x1': [1, 2, 3], 'test_x2': [4, 5, 6]}))"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_class.py,356,preprocess_pipeline.fit(original_df)
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_class.py,892,x_input_transformed = model.preprocess_pipeline.transform(x_input)
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_classifier.py,271,"gbt.fit(x_train, y_train)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_classifier.py,336,"gbt.fit(x_train, y_train)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_classifier.py,338,"sgd.fit(x_train, y_train)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_classifier.py,535,"gbt.fit(x_train, y_train_str)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_classifier.py,536,"sgd.fit(x_train, y_train_str)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_classifier.py,554,"sgd.fit(x_train, y_train_str)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_classifier.py,590,"model.fit(x_train, y_train_mono)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_classifier.py,596,"gbt.fit(x_train, y_train_mono)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_classifier.py,599,"model.fit(x_train, y_train_mono)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_classifier.py,611,"model.fit(x_train, y_train_multi)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_classifier.py,638,preds = model.predict(x_test)
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_classifier.py,639,"probas = model.predict(x_test, return_proba=True)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_classifier.py,640,"preds_alt = model.predict(x_test, alternative_version=True)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_classifier.py,641,"probas_alt = model.predict(x_test, return_proba=True, alternative_version=True)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_classifier.py,693,model.predict('test')
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_classifier.py,985,"model.fit(x_train, y_train)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_classifier.py,1022,"gbt.fit(x_train, y_train)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_classifier.py,1024,"model.fit(x_train, y_train)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_classifier.py,1077,"model.fit(x_train, y_train)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_classifier.py,1145,"model.fit(x_train, y_train_mono)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_classifier.py,1166,preds = model.predict(x_test)
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_classifier.py,1168,new_preds = model_new.predict(x_test)
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_classifier.py,1197,"model.fit(x_train, y_train_multi)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_classifier.py,1217,preds = model.predict(x_test)
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_classifier.py,1219,new_preds = model_new.predict(x_test)
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,126,"model.fit(x_train, y_train_mono_2)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,127,"preds = model.predict(x_train, return_proba=False)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,129,"probas = model.predict(x_train, return_proba=True)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,133,"model.fit(x_train, y_train_mono_2)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,134,"preds = model.predict(x_train, return_proba=False)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,136,"probas = model.predict(x_train, return_proba=True)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,140,"model.fit(x_train, y_train_mono_2)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,141,"preds = model.predict(x_train, return_proba=False)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,143,"probas = model.predict(x_train, return_proba=True)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,146,"preds_inv = model.predict(x_train_inv, return_proba=False)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,148,"probas_inv = model.predict(x_train_inv, return_proba=True)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,154,"model.fit(x_train, y_train_mono_3)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,155,"preds = model.predict(x_train, return_proba=False)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,157,"probas = model.predict(x_train, return_proba=True)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,161,"model.fit(x_train, y_train_mono_3)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,162,"preds = model.predict(x_train, return_proba=False)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,164,"probas = model.predict(x_train, return_proba=True)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,168,"model.fit(x_train, y_train_mono_3)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,169,"preds = model.predict(x_train, return_proba=False)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,171,"probas = model.predict(x_train, return_proba=True)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,174,"preds_inv = model.predict(x_train_inv, return_proba=False)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,176,"probas_inv = model.predict(x_train_inv, return_proba=True)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,182,"model.fit(x_train, y_train_multi)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,183,preds = model.predict(x_train)
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,185,"probas = model.predict(x_train, return_proba=True)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,189,"model.fit(x_train, y_train_multi)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,190,preds = model.predict(x_train)
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,192,"probas = model.predict(x_train, return_proba=True)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,196,"model.fit(x_train, y_train_multi)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,197,preds = model.predict(x_train)
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,199,"probas = model.predict(x_train, return_proba=True)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,202,"preds_inv = model.predict(x_train_inv, return_proba=False)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,204,"probas_inv = model.predict(x_train_inv, return_proba=True)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,211,"model.predict(pd.Series([-2, 3]))"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,232,"model.fit(x_train, y_train_mono_2)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,238,"model.fit(x_train, y_train_mono_2)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,244,"model.fit(x_train, y_train_mono_2)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,255,"model.fit(x_train, y_train_mono_3)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,261,"model.fit(x_train, y_train_mono_3)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,267,"model.fit(x_train, y_train_mono_3)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,278,"model.fit(x_train, y_train_multi)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,284,"model.fit(x_train, y_train_multi)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,290,"model.fit(x_train, y_train_multi)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,323,"model.fit(x_train, y_train_mono_2)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,328,"model.fit(x_train, y_train_mono_2)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,333,"model.fit(x_train, y_train_mono_2)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,343,"model.fit(x_train, y_train_mono_3)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,348,"model.fit(x_train, y_train_mono_3)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,353,"model.fit(x_train, y_train_mono_3)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,363,"model.fit(x_train, y_train_multi)  # Unavailable in multi-labels"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,368,"model.fit(x_train, y_train_multi)  # Unavailable in multi-labels"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,373,"model.fit(x_train, y_train_multi)  # Unavailable in multi-labels"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,443,"model.fit(x_train, y_train_mono_2)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,478,"model.fit(x_train, y_train_mono_2)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,513,"model.fit(x_train, y_train_mono_2)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,551,"model.fit(x_train, y_train_multi)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,586,"model.fit(x_train, y_train_multi)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_knn_classifier.py,621,"model.fit(x_train, y_train_multi)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_regressor.py,81,"target_get_predictions = np.array([[model.predict(x_test)[i] for model in list_mock_model] for i, x in enumerate(x_test)])"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_regressor.py,147,"gbt.fit(x_train, y_train)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_regressor.py,189,"gbt.fit(x_train, y_train)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_regressor.py,191,"sgd.fit(x_train, y_train)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_regressor.py,304,"gbt.fit(x_train, y_train_int)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_regressor.py,305,"sgd.fit(x_train, y_train_int)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_regressor.py,321,"sgd.fit(x_train, y_train_int)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_regressor.py,353,"model.fit(x_train, y_train)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_regressor.py,359,"gbt.fit(x_train, y_train)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_regressor.py,362,"model.fit(x_train, y_train)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_regressor.py,373,preds = model.predict(x_test)
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_regressor.py,374,"preds_alt = model.predict(x_test, alternative_version=True)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_regressor.py,410,model.predict(x_train)
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_regressor.py,412,"model.predict(x_train, alternative_version=True)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_regressor.py,418,"model.fit(x_train, y_train)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_regressor.py,420,"model.predict(x_train, return_proba=True)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_regressor.py,422,"model.predict(x_train, return_proba=True, alternative_version=True)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_regressor.py,436,"model.fit(x_train, y_train)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_regressor.py,512,"model.fit(x_train, y_train)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_regressor.py,544,"gbt.fit(x_train, y_train)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_regressor.py,546,"model.fit(x_train, y_train)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_regressor.py,583,"model.fit(x_train, y_train)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_regressor.py,645,"model.fit(x_train, y_train)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_regressor.py,666,preds = model.predict(x_test)
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_aggregation_regressor.py,667,new_preds = model_new.predict(x_test)
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_lgbm_classifier.py,126,"model.fit(x_train, y_train_mono_2)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_lgbm_classifier.py,127,"preds = model.predict(x_train, return_proba=False)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_lgbm_classifier.py,129,"probas = model.predict(x_train, return_proba=True)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_lgbm_classifier.py,133,"model.fit(x_train, y_train_mono_2)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_lgbm_classifier.py,134,"preds = model.predict(x_train, return_proba=False)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_lgbm_classifier.py,136,"probas = model.predict(x_train, return_proba=True)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_lgbm_classifier.py,140,"model.fit(x_train, y_train_mono_2)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_lgbm_classifier.py,141,"preds = model.predict(x_train, return_proba=False)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_lgbm_classifier.py,143,"probas = model.predict(x_train, return_proba=True)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_lgbm_classifier.py,146,"preds_inv = model.predict(x_train_inv, return_proba=False)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_lgbm_classifier.py,148,"probas_inv = model.predict(x_train_inv, return_proba=True)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_lgbm_classifier.py,154,"model.fit(x_train, y_train_mono_3)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_lgbm_classifier.py,155,"preds = model.predict(x_train, return_proba=False)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_lgbm_classifier.py,157,"probas = model.predict(x_train, return_proba=True)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_lgbm_classifier.py,161,"model.fit(x_train, y_train_mono_3)"
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_num/num_project/tests/test_model_lgbm_classifier.py,162,"preds = model.predict(x_train, return_proba=False)"
