File Path,Line Number,Import Statement
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_nlp/nlp_project/package_name/models_training/models_sklearn/model_tfidf_lgbm.py,29,MultiOutputClassifier
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_nlp/nlp_project/package_name/models_training/models_sklearn/model_tfidf_lgbm.py,30,TfidfVectorizer
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_nlp/nlp_project/package_name/models_training/models_sklearn/model_tfidf_lgbm.py,31,OneVsOneClassifier
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_nlp/nlp_project/package_name/models_training/models_sklearn/model_tfidf_svm.py,28,TfidfVectorizer
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_nlp/nlp_project/package_name/models_training/models_sklearn/model_tfidf_svm.py,29,OneVsRestClassifier
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_nlp/nlp_project/package_name/models_training/models_sklearn/model_tfidf_svm.py,30,MultiOutputClassifier
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_nlp/nlp_project/package_name/models_training/models_sklearn/model_tfidf_svm.py,31,Pipeline
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_nlp/nlp_project/package_name/models_training/models_sklearn/model_tfidf_svm.py,32,LinearSVC
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_nlp/nlp_project/package_name/models_training/models_sklearn/model_tfidf_gbt.py,26,Pipeline
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_nlp/nlp_project/package_name/models_training/models_sklearn/model_tfidf_gbt.py,27,MultiOutputClassifier
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_nlp/nlp_project/package_name/models_training/models_sklearn/model_tfidf_gbt.py,28,GradientBoostingClassifier
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_nlp/nlp_project/package_name/models_training/models_sklearn/model_tfidf_gbt.py,29,TfidfVectorizer
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_nlp/nlp_project/package_name/models_training/models_sklearn/model_tfidf_gbt.py,30,OneVsOneClassifier
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_nlp/nlp_project/package_name/models_training/models_tensorflow/model_tfidf_dense.py,28,TfidfVectorizer
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_nlp/nlp_project/package_name/models_training/models_tensorflow/model_keras.py,35,shuffle
/Users/cba/Desktop/github_datascience_code/download_code/OSS-Pole-Emploi_gabarit/gabarit/template_nlp/nlp_project/package_name/models_training/models_tensorflow/model_keras.py,36,train_test_split
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Natural Language Processing Fundamentals in Python/Chapter 4 - Building a  fake news classifier.py,11,CountVectorizer
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Natural Language Processing Fundamentals in Python/Chapter 4 - Building a  fake news classifier.py,12,train_test_split
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Natural Language Processing Fundamentals in Python/Chapter 4 - Building a  fake news classifier.py,38,TfidfVectorizer
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Natural Language Processing Fundamentals in Python/Chapter 4 - Building a  fake news classifier.py,60,TfidfVectorizer
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Natural Language Processing Fundamentals in Python/Chapter 4 - Building a  fake news classifier.py,105,MultinomialNB
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Machine Learning with Experts-School Budgets/Chapter 4 - Learning from the experts.py,10,CountVectorizer
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Machine Learning with Experts-School Budgets/Chapter 4 - Learning from the experts.py,32,Pipeline
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Machine Learning with Experts-School Budgets/Chapter 4 - Learning from the experts.py,35,LogisticRegression
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Machine Learning with Experts-School Budgets/Chapter 4 - Learning from the experts.py,36,OneVsRestClassifier
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Machine Learning with Experts-School Budgets/Chapter 4 - Learning from the experts.py,39,CountVectorizer
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Machine Learning with Experts-School Budgets/Chapter 4 - Learning from the experts.py,42,Imputer
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Machine Learning with Experts-School Budgets/Chapter 4 - Learning from the experts.py,43,SelectKBest
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Machine Learning with Experts-School Budgets/Chapter 4 - Learning from the experts.py,49,MaxAbsScaler
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Machine Learning with Experts-School Budgets/Chapter 4 - Learning from the experts.py,50,FeatureUnion
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Machine Learning with Experts-School Budgets/Chapter 4 - Learning from the experts.py,107,HashingVectorizer
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Machine Learning with Experts-School Budgets/Chapter 4 - Learning from the experts.py,128,HashingVectorizer
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Machine Learning with Experts-School Budgets/Chapter 2 - Exploring the raw data.py,33,LogisticRegression
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Machine Learning with Experts-School Budgets/Chapter 2 - Exploring the raw data.py,34,OneVsRestClassifier
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Machine Learning with Experts-School Budgets/Chapter 2 - Exploring the raw data.py,94,CountVectorizer
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Machine Learning with Experts-School Budgets/Chapter 2 - Exploring the raw data.py,134,CountVectorizer
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Machine Learning with Experts-School Budgets/Chapter 3 - Improving your model.py,12,Pipeline
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Machine Learning with Experts-School Budgets/Chapter 3 - Improving your model.py,15,train_test_split
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Machine Learning with Experts-School Budgets/Chapter 3 - Improving your model.py,16,LogisticRegression
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Machine Learning with Experts-School Budgets/Chapter 3 - Improving your model.py,17,OneVsRestClassifier
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Machine Learning with Experts-School Budgets/Chapter 3 - Improving your model.py,36,Imputer
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Machine Learning with Experts-School Budgets/Chapter 3 - Improving your model.py,55,CountVectorizer
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Machine Learning with Experts-School Budgets/Chapter 3 - Improving your model.py,75,FunctionTransformer
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Machine Learning with Experts-School Budgets/Chapter 3 - Improving your model.py,98,FeatureUnion
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Machine Learning with Experts-School Budgets/Chapter 3 - Improving your model.py,136,FunctionTransformer
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Machine Learning with Experts-School Budgets/Chapter 3 - Improving your model.py,186,RandomForestClassifier
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Machine Learning with Experts-School Budgets/Chapter 3 - Improving your model.py,218,RandomForestClassifier
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Supervised Learning with scikit-learn/Chapter 1 - Classification.py,11,KNeighborsClassifier
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Supervised Learning with scikit-learn/Chapter 1 - Classification.py,27,KNeighborsClassifier
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Supervised Learning with scikit-learn/Chapter 1 - Classification.py,74,KNeighborsClassifier
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Supervised Learning with scikit-learn/Chapter 1 - Classification.py,75,train_test_split
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Supervised Learning with scikit-learn/Chapter 2 - Regression.py,11,LinearRegression
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Supervised Learning with scikit-learn/Chapter 2 - Regression.py,36,LinearRegression
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Supervised Learning with scikit-learn/Chapter 2 - Regression.py,37,mean_squared_error
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Supervised Learning with scikit-learn/Chapter 2 - Regression.py,38,train_test_split
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Supervised Learning with scikit-learn/Chapter 2 - Regression.py,64,LinearRegression
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Supervised Learning with scikit-learn/Chapter 2 - Regression.py,65,cross_val_score
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Supervised Learning with scikit-learn/Chapter 2 - Regression.py,86,LinearRegression
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Supervised Learning with scikit-learn/Chapter 2 - Regression.py,87,cross_val_score
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Supervised Learning with scikit-learn/Chapter 2 - Regression.py,104,Lasso
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Supervised Learning with scikit-learn/Chapter 2 - Regression.py,130,Ridge
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Supervised Learning with scikit-learn/Chapter 2 - Regression.py,131,cross_val_score
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Supervised Learning with scikit-learn/Chapter 3 - Fine-tuning your model.py,10,classification_report
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Supervised Learning with scikit-learn/Chapter 3 - Fine-tuning your model.py,11,confusion_matrix
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Supervised Learning with scikit-learn/Chapter 3 - Fine-tuning your model.py,32,LogisticRegression
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Supervised Learning with scikit-learn/Chapter 3 - Fine-tuning your model.py,33,classification_report
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Supervised Learning with scikit-learn/Chapter 3 - Fine-tuning your model.py,56,roc_curve
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Supervised Learning with scikit-learn/Chapter 3 - Fine-tuning your model.py,77,cross_val_score
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Supervised Learning with scikit-learn/Chapter 3 - Fine-tuning your model.py,78,roc_auc_score
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Supervised Learning with scikit-learn/Chapter 3 - Fine-tuning your model.py,100,LogisticRegression
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Supervised Learning with scikit-learn/Chapter 3 - Fine-tuning your model.py,101,GridSearchCV
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Supervised Learning with scikit-learn/Chapter 3 - Fine-tuning your model.py,126,DecisionTreeClassifier
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Supervised Learning with scikit-learn/Chapter 3 - Fine-tuning your model.py,127,RandomizedSearchCV
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Supervised Learning with scikit-learn/Chapter 3 - Fine-tuning your model.py,155,train_test_split
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Supervised Learning with scikit-learn/Chapter 3 - Fine-tuning your model.py,156,LogisticRegression
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Supervised Learning with scikit-learn/Chapter 3 - Fine-tuning your model.py,157,GridSearchCV
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Supervised Learning with scikit-learn/Chapter 3 - Fine-tuning your model.py,182,ElasticNet
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Supervised Learning with scikit-learn/Chapter 3 - Fine-tuning your model.py,183,mean_squared_error
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Supervised Learning with scikit-learn/Chapter 3 - Fine-tuning your model.py,184,GridSearchCV
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Supervised Learning with scikit-learn/Chapter 3 - Fine-tuning your model.py,185,train_test_split
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Supervised Learning with scikit-learn/Chapter 4 - Preprocessing and pipelines.py,41,cross_val_score
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Supervised Learning with scikit-learn/Chapter 4 - Preprocessing and pipelines.py,42,Ridge
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Supervised Learning with scikit-learn/Chapter 4 - Preprocessing and pipelines.py,77,Imputer
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Supervised Learning with scikit-learn/Chapter 4 - Preprocessing and pipelines.py,78,SVC
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Supervised Learning with scikit-learn/Chapter 4 - Preprocessing and pipelines.py,96,Imputer
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Supervised Learning with scikit-learn/Chapter 4 - Preprocessing and pipelines.py,97,Pipeline
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Supervised Learning with scikit-learn/Chapter 4 - Preprocessing and pipelines.py,98,SVC
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Supervised Learning with scikit-learn/Chapter 4 - Preprocessing and pipelines.py,124,scale
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Supervised Learning with scikit-learn/Chapter 4 - Preprocessing and pipelines.py,142,StandardScaler
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Supervised Learning with scikit-learn/Chapter 4 - Preprocessing and pipelines.py,143,Pipeline
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Unsupervised Learning in Python/Chapter 2 - Visualization with hierarchical clustering and t-SNE.py,31,normalize
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Unsupervised Learning in Python/Chapter 2 - Visualization with hierarchical clustering and t-SNE.py,96,TSNE
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Unsupervised Learning in Python/Chapter 2 - Visualization with hierarchical clustering and t-SNE.py,121,TSNE
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Unsupervised Learning in Python/Chapter 4 - Discovering interpretable features.py,8,NMF
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Unsupervised Learning in Python/Chapter 4 - Discovering interpretable features.py,76,NMF
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Unsupervised Learning in Python/Chapter 4 - Discovering interpretable features.py,101,PCA
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Unsupervised Learning in Python/Chapter 4 - Discovering interpretable features.py,117,normalize
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Unsupervised Learning in Python/Chapter 4 - Discovering interpretable features.py,138,NMF
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Unsupervised Learning in Python/Chapter 4 - Discovering interpretable features.py,139,MaxAbsScaler
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Unsupervised Learning in Python/Chapter 4 - Discovering interpretable features.py,140,make_pipeline
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Unsupervised Learning in Python/Chapter 3 - Decorrelating your data and dimension reduction.py,36,PCA
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Unsupervised Learning in Python/Chapter 3 - Decorrelating your data and dimension reduction.py,91,PCA
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Unsupervised Learning in Python/Chapter 3 - Decorrelating your data and dimension reduction.py,92,StandardScaler
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Unsupervised Learning in Python/Chapter 3 - Decorrelating your data and dimension reduction.py,93,make_pipeline
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Unsupervised Learning in Python/Chapter 3 - Decorrelating your data and dimension reduction.py,121,PCA
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Unsupervised Learning in Python/Chapter 3 - Decorrelating your data and dimension reduction.py,139,TfidfVectorizer
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Unsupervised Learning in Python/Chapter 3 - Decorrelating your data and dimension reduction.py,161,TruncatedSVD
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Unsupervised Learning in Python/Chapter 3 - Decorrelating your data and dimension reduction.py,162,KMeans
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Unsupervised Learning in Python/Chapter 3 - Decorrelating your data and dimension reduction.py,163,make_pipeline
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Unsupervised Learning in Python/Chapter 1 - Clustering for dataset exploration.py,12,KMeans
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Unsupervised Learning in Python/Chapter 1 - Clustering for dataset exploration.py,103,make_pipeline
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Unsupervised Learning in Python/Chapter 1 - Clustering for dataset exploration.py,104,StandardScaler
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Unsupervised Learning in Python/Chapter 1 - Clustering for dataset exploration.py,105,KMeans
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Unsupervised Learning in Python/Chapter 1 - Clustering for dataset exploration.py,145,Normalizer
/Users/cba/Desktop/github_datascience_code/download_code/AmoDinho_datacamp-python-data-science-track/Deep Learning in Python/Chapter 2 -Optimizing a neural network with backward propagation.py,44,mean_squared_error
/Users/cba/Desktop/github_datascience_code/download_code/data-describe_data-describe/tests/test_importance.py,5,RandomForestRegressor
/Users/cba/Desktop/github_datascience_code/download_code/data-describe_data-describe/tests/test_importance.py,6,LabelEncoder
/Users/cba/Desktop/github_datascience_code/download_code/data-describe_data-describe/tests/test_cluster.py,5,KMeans
/Users/cba/Desktop/github_datascience_code/download_code/data-describe_data-describe/tests/test_cluster.py,6,StandardScaler
/Users/cba/Desktop/github_datascience_code/download_code/data-describe_data-describe/data_describe/misc/preprocessing.py,3,LabelEncoder
/Users/cba/Desktop/github_datascience_code/download_code/data-describe_data-describe/data_describe/misc/preprocessing.py,4,SimpleImputer
/Users/cba/Desktop/github_datascience_code/download_code/data-describe_data-describe/data_describe/core/heatmap.py,9,StandardScaler
/Users/cba/Desktop/github_datascience_code/download_code/data-describe_data-describe/data_describe/core/clustering.py,7,KMeans
/Users/cba/Desktop/github_datascience_code/download_code/data-describe_data-describe/data_describe/core/clustering.py,10,StandardScaler
/Users/cba/Desktop/github_datascience_code/download_code/data-describe_data-describe/data_describe/core/importance.py,4,RandomForestClassifier
/Users/cba/Desktop/github_datascience_code/download_code/data-describe_data-describe/data_describe/core/importance.py,5,ance
/Users/cba/Desktop/github_datascience_code/download_code/data-describe_data-describe/data_describe/core/correlation.py,6,matthews_corrcoef
/Users/cba/Desktop/github_datascience_code/download_code/data-describe_data-describe/data_describe/dimensionality_reduction/dimensionality_reduction.py,3,IncrementalPCA
/Users/cba/Desktop/github_datascience_code/download_code/data-describe_data-describe/data_describe/dimensionality_reduction/dimensionality_reduction.py,4,TSNE
/Users/cba/Desktop/github_datascience_code/download_code/data-describe_data-describe/data_describe/dimensionality_reduction/dimensionality_reduction.py,5,TruncatedSVD
/Users/cba/Desktop/github_datascience_code/download_code/data-describe_data-describe/data_describe/text/text_preprocessing.py,24,CountVectorizer
/Users/cba/Desktop/github_datascience_code/download_code/data-describe_data-describe/data_describe/text/topic_modeling.py,6,NMF
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_interoperability.py,29,make_classification
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_interoperability.py,30,train_test_split
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_interoperability.py,152,make_classification
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_interoperability.py,153,train_test_split
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_core_transformers.py,46,load_iris
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_core_transformers.py,47,train_test_split
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_core_transformers.py,181,sklearn.datasets
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_core_transformers.py,182,sklearn.svm
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_core_transformers.py,194,sklearn.datasets
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_core_transformers.py,195,sklearn.svm
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_core_transformers.py,212,sklearn.datasets
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_core_transformers.py,213,sklearn.svm
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_core_transformers.py,229,sklearn.datasets
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_core_transformers.py,247,load_iris
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_core_transformers.py,248,train_test_split
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_core_transformers.py,453,sklearn.datasets
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_core_transformers.py,454,sklearn.utils
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_core_transformers.py,469,PCA as SklearnPCA
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_core_transformers.py,470,Nystroem as SklearnNystroem
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_core_transformers.py,471,LogisticRegression as SklearnLR
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_core_transformers.py,472,cross_val_score as sklearn_cross_val_score
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_core_transformers.py,473,make_pipeline
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_core_transformers.py,518,load_iris
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_core_transformers.py,534,load_iris
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_aif360.py,25,sklearn.model_selection
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_core_classifiers.py,20,load_iris
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_core_classifiers.py,49,train_test_split
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_core_classifiers.py,109,make_scorer
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_core_classifiers.py,173,make_classification
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_core_classifiers.py,174,shuffle
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_core_classifiers.py,197,train_test_split
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_core_classifiers.py,231,make_scorer
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_core_classifiers.py,251,make_scorer
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_core_classifiers.py,274,train_test_split
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_core_classifiers.py,359,train_test_split
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_core_classifiers.py,415,train_test_split
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_core_classifiers.py,521,make_classification
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_core_classifiers.py,522,shuffle
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_core_classifiers.py,606,make_scorer
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_core_classifiers.py,607,GridSearchCV
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_core_classifiers.py,622,make_scorer
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_core_classifiers.py,623,RandomizedSearchCV
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_core_classifiers.py,645,make_scorer
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_core_classifiers.py,646,GridSearchCV
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_core_classifiers.py,657,make_scorer
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_core_classifiers.py,658,GridSearchCV
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_core_classifiers.py,671,sklearn.datasets
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_core_classifiers.py,672,sklearn.utils
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_core_classifiers.py,689,train_test_split
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_core_classifiers.py,774,train_test_split
/Users/cba/Desktop/github_datascience_code/download_code/IBM_lale/test/test_relational.py,21,load_iris
